"shelf","page","goodreadsUserId","goodreadsBookId","title","author","isbn","userRating","averageRating","dateRead","dateAdded","shelves","category","bookUrl","reviewUrl","review","description","published"
"read","1","21161465","57937068","El invencible verano de Liliana","Cristina Rivera Garza","","4","4.57","Wed, 5 Aug 2026 00:00:00 +0000","Wed, 05 Aug 2026 20:42:04 -0700","","enjoyed","https://www.goodreads.com/book/show/57937068","https://www.goodreads.com/review/show/8823004736?utm_medium=api&utm_source=rss","","El 16 de julio de 1990, Liliana Rivera Garza, mi hermana, fue víctima de un feminicidio. Era una muchacha de 20 años, estudiante de arquitectura. Tenía años tratando de terminar su relación con un novio de la preparatoria que insistía en no dejarla ir. Unas cuantas semanas antes de la tragedia, Liliana por fin tomó la decisión definitiva: en lo más crudo del invierno había descubierto que en ella, como bien lo había dicho Albert Camus, había un invencible verano. Lo dejaría atrás. Empezaría una nueva vida. Haría una maestría y después un doctorado, viajaría a Londres. La decisión de él fue que ella no tendría una vida sin él. Hace apenas un año decidí abrir las cajas donde depositamos las pertenencias de mi hermana. Su voz atravesó el tiempo y, como la de tantas mujeres desaparecidas y ultrajadas en México, demandó justicia. <i>El invencible verano de Liliana</i> es una excavación en la vida de una mujer brillante y audaz que careció, como nosotros mismos, como todos los demás, del lenguaje necesario para identificar, denunciar y luchar contra la violencia sexista y el terrorismo de pareja que caracteriza a tantas relaciones patriarcales. Este libro es para celebrar su paso por la tierra y para decirle que, claro que sí, lo vamos a tirar. Al patriarcado lo vamos a tirar.","2021"
"read","1","21161465","41743264","Reina roja (Antonia Scott, #1)","Juan Gómez-Jurado","8466664416","4","4.10","Sat, 1 Aug 2026 00:00:00 +0000","Sat, 01 Aug 2026 00:09:26 -0700","","enjoyed","https://www.goodreads.com/book/show/41743264","https://www.goodreads.com/review/show/8804576921?utm_medium=api&utm_source=rss","","NO HAS CONOCIDO A NADIE COMO ELLA<br /><br />Antonia Scott es especial. Muy especial.<br /><br />No es policía ni criminalista. Nunca ha empuñado un arma ni llevado una placa, y, sin embargo, ha resuelto decenas de crímenes.<br /><br />Pero hace un tiempo que Antonia no sale de su ático de Lavapiés. Las cosas que ha perdido le importan mucho más que las que esperan ahí fuera.<br /><br />Tampoco recibe visitas. Por eso no le gusta nada, nada, cuando escucha unos pasos desconocidos subiendo las escaleras hasta el último piso.<br /><br />Sea quien sea, Antonia está segura de que viene a buscarla.<br /><br />Y eso le gusta aún menos.<br /><br />NO HAS LEÍDO NUNCA UN <i>THRILLER</i> COMO ESTE","2018"
"read","1","21161465","219111882","Wisteria (Belladonna, #3)","Adalyn  Grace","8410085313","4","4.11","Wed, 22 Jul 2026 00:00:00 +0000","Wed, 22 Jul 2026 22:07:38 -0700","","enjoyed","https://www.goodreads.com/book/show/219111882","https://www.goodreads.com/review/show/8768298649?utm_medium=api&utm_source=rss","","<i>Eres todo un misterio para mí. Una rosa silvestre, sus espinas contra mi costado.</i><br /><br />Blythe Hawthorne jamás ha dejado que nadie le diga lo que debe hacer: ni la sociedad, ni su sobreprotector padre y, ciertamente, no permitirá que lo haga el hombre al que se ha unido, sin importarle lo insufrible y maleducado que sea. De hecho, está decidida a ser una espina clavada en su costado durante el resto de su vida, aunque eso signifique que sus días en palacio no sean para nada como en un cuento de hadas.<br /><br />Sin embargo, cuando descubre un nuevo aspecto de su vida que la vincula al pasado de él, Blythe tendrá que preguntarse si está dispuesta a dejar que una chispa inesperada prenda fuego… Y si está preparada para descubrir toda la verdad sobre su pasado.","2024"
"read","1","21161465","206318521","Just Kids","Patti Smith","006621131X","3","4.21","Wed, 1 Jul 2026 00:00:00 +0000","Wed, 01 Jul 2026 21:08:45 -0700","","neutral","https://www.goodreads.com/book/show/206318521","https://www.goodreads.com/review/show/8728326945?utm_medium=api&utm_source=rss","","In <i>Just Kids</i>, Patti Smith's first book of prose, the legendary American artist offers a never-before-seen glimpse of her remarkable relationship with photographer Robert Mapplethorpe in the epochal days of New York City and the Chelsea Hotel in the late sixties and seventies. An honest and moving story of youth and friendship, Smith brings the same unique, lyrical quality to <i>Just Kids</i> as she has to the rest of her formidable body of work--from her influential 1975 album <i>Horses</i> to her visual art and poetry.","2010"
"read","1","21161465","2182780","Batman: The Man Who Laughs","Ed Brubaker","1401216226","4","4.08","Sun, 28 Jun 2026 00:00:00 +0000","Sun, 28 Jun 2026 21:22:27 -0700","","enjoyed","https://www.goodreads.com/book/show/2182780","https://www.goodreads.com/review/show/8724454365?utm_medium=api&utm_source=rss","","Written by Ed Brubaker Art by Doug Mahnke, Patrick Zircher, Aaron Sowd and Steve Bird Cover by Mahnke Witness Batman's first encounter with The Joker in this hardcover volume collecting the graphic novel BATMAN: THE MAN WHO LAUGHS, by Ed Brubaker and Doug Mahnke! This collection also includes DETECTIVE COMICS #784-786, a murder-mystery tale guest-starring Green Lantern Alan Scott!","2005"
"read","1","21161465","184215103","Foxglove (Belladonna, #2)","Adalyn  Grace","8419030619","4","3.99","Thu, 11 Jun 2026 00:00:00 +0000","Thu, 11 Jun 2026 08:57:20 -0700","","enjoyed","https://www.goodreads.com/book/show/184215103","https://www.goodreads.com/review/show/8660528133?utm_medium=api&utm_source=rss","","The captivating sequel to the Gothic-infused Belladonna, in which Signa and Death face a supernatural foe determined to tear them apart.<br /><br />A duke has been murdered. The lord of Thorn Grove has been framed. And Fate, the elusive brother of Death, has taken up residence in a sumptuous estate nearby. He's hellbent on revenge after Death took the life of the woman he loved many years ago...and now he's determined to have Signa for himself, no matter the cost.<br /><br />Signa and her cousin Blythe are certain that Fate can save Elijah Hawthorne from prison if they will entertain his presence. But the more time the girls spend with Fate, the more frightening their reality becomes as Signa exhibits dramatic new powers that link her to Fate's past. With mysteries and danger around every corner, the cousins must decide if they can trust one another as they navigate their futures in high society, unravel the murders that haunt their family, and play Fate's unexpected games—all with their destinies hanging in the balance.<br /><br />Dangerous, suspenseful, and seductive, this sequel to Signa and Death's story is as utterly romantic as it is perfectly deadly.","2023"
"read","1","21161465","231517013","Todos los fines del mundo","Andrea Chapela","6073857454","4","3.71","Sun, 12 Jul 2026 00:00:00 +0000","Sun, 12 Jul 2026 18:54:02 -0700","","enjoyed","https://www.goodreads.com/book/show/231517013","https://www.goodreads.com/review/show/8599661959?utm_medium=api&utm_source=rss","","«¿Con quién pasarías el fin del mundo?» podría parecer una pregunta hipotética, pero para Angélica, que vive en un mundo dominado por la catástrofe climática, con estaciones extremas y días de encierro, se vuelve una obsesión. En Madrid, Manu y Susana, sus vecinos, amigos, amores, representan una opción posible: los tres juntos, acostados en el parque; juntos, abrazados viendo alguna película en el cuarto de Manu; juntos, durante la emergencia, en el bar que atiende Susana. Antes de responder, Angélica debe regresar a México llevándose con ella esa pregunta, que la acompañará incluso después del colapso global.<br /><br />Todos los fines del mundo es una historia dividida en tres partes que se desplaza con gran inteligencia entre lugares, géneros literarios y temporalidades, e indaga la tenue división entre la amistad y el amor. Con fuerza y talento narrativo, Andrea Chapela nos devuelve con esta novela una esperanza de futuro incluso en medio del desastre.",""
"read","1","21161465","231108670","Strangers: A Memoir of Marriage","Belle Burden","0593733312","5","4.05","Sun, 26 Jul 2026 00:00:00 +0000","Sun, 26 Jul 2026 15:43:00 -0700","","enjoyed","https://www.goodreads.com/book/show/231108670","https://www.goodreads.com/review/show/8579485428?utm_medium=api&utm_source=rss","","<i>It was a great love story, one for the ages. The speed of our beginning and the speed of our ending felt like matching bookends. They both came out of nowhere. He wanted it, he wanted me. And then he didn’t.</i><br /><br />In March 2020, Belle Burden was safe and secure with her family at their house on Martha’s Vineyard, navigating the early days of the pandemic together—building fires in the late afternoons, drinking whisky sours, making roast chicken. Then, with no warning or explanation, her husband of twenty years announced that he was leaving her. Overnight, her caring, steady partner became a man she hardly recognized. He exited his life with her like an actor shrugging off a costume.<br /><br />In <i>Strangers,</i> Burden revisits her marriage, searching for clues that her husband was not who she always thought he was. As she examines her relationship through a new lens, she reckons with her own family history and the lessons she intuited about how a woman is expected to behave in the face of betrayal. Through all of it, she is transformed. The discreet, compliant woman she once was—someone nicknamed “Belle the Good”—gives way to someone braver, someone determined to use her voice.<br /><br />With unflinching honesty and profound grace, Burden charts a path through heartbreak to show the power of a woman who refuses to give up on love. <i>Strangers</i> is a stunning, deeply moving, compulsively readable memoir heralding the arrival of a thrilling new literary talent.","2026"
"read","1","21161465","238226942","Yesteryear","Caro Claire Burke","","4","3.86","Sat, 27 Jun 2026 00:00:00 +0000","Sat, 27 Jun 2026 08:41:03 -0700","","enjoyed","https://www.goodreads.com/book/show/238226942","https://www.goodreads.com/review/show/8579483117?utm_medium=api&utm_source=rss","","Natalie lives a traditional lifestyle – and her followers are sick with envy. Her charming farmhouse on her working ranch is artfully cluttered, her husband is a handsome cowboy, her homemade sourdough boules are each more beautiful than the last. So what if there are nannies and producers and industrial-grade ovens behind the scenes? What her followers don’t know won’t hurt them.<br /><br />Then, one morning, Natalie wakes up in a strange, horrible version of reality. Her home, her husband, her children—they’re all familiar, but something’s off. Is this a hoax? A reality show? A test from God? Natalie knows just two things for sure: this isn't her perfect life, and she must escape, by any means possible.<br /><br />As darkly funny as it is shocking and gripping, Yesteryear is an electrifying examination of tradition, fame, faith and the grand performance of womanhood, from a thrilling new talent in fiction.","2026"
"read","1","21161465","59980","Batman: Year One","Frank Miller","1401207529","4","4.24","Tue, 5 May 2026 00:00:00 +0000","Tue, 05 May 2026 18:39:30 -0700","","enjoyed","https://www.goodreads.com/book/show/59980","https://www.goodreads.com/review/show/8576725715?utm_medium=api&utm_source=rss","","A new edition of one of the most important and critically acclaimed Batman adventures ever, written by Frank Miller, author of <i>The Dark Knight Returns</i>!<br /><br />In 1986, Frank Miller and David Mazzucchelli produced this groundbreaking reinterpretation of the origin of Batman—who he is and how he came to be.<br /><br />Written shortly after <i>The Dark Knight Returns</i>, Miller's dystopian fable of Batman's final days, <i>Year One</i> set the stage for a new vision of a legendary character.<br /><br />This edition includes the complete graphic novel, a new introduction by writer Frank Miller and a new illustrated afterword by artist David Mazzucchelli. Completing this collection are over 40 pages of never-before-seen developmental material such as character and layout sketches, sample script pages, sketches and more that provide a glimpse into the making of this contemporary classic.<br /><br />This volume collects <i>Batman</i> #404–407.","1988"
"read","1","21161465","29981261","The Butterfly Garden  (The Collector, #1)","Dot Hutchison","1503989712","4","4.09","Sun, 3 May 2026 00:00:00 +0000","Sun, 03 May 2026 20:24:21 -0700","","enjoyed","https://www.goodreads.com/book/show/29981261","https://www.goodreads.com/review/show/8563044124?utm_medium=api&utm_source=rss","","Near an isolated mansion lies a beautiful garden.<br /><br />In this garden grow luscious flowers, shady trees…and a collection of precious “butterflies”—young women who have been kidnapped and intricately tattooed to resemble their namesakes. Overseeing it all is the Gardener, a brutal, twisted man obsessed with capturing and preserving his lovely specimens.<br /><br />When the garden is discovered, a survivor is brought in for questioning. FBI agents Victor Hanoverian and Brandon Eddison are tasked with piecing together one of the most stomach-churning cases of their careers. But the girl, known only as Maya, proves to be a puzzle herself.<br /><br />As her story twists and turns, slowly shedding light on life in the Butterfly Garden, Maya reveals old grudges, new saviors, and horrific tales of a man who’d go to any length to hold beauty captive. But the more she shares, the more the agents have to wonder what she’s still hiding...","2016"
"read","1","21161465","32735369","Tell Me Lies","Carola Lovering","","3","3.43","Sat, 14 Mar 2026 00:00:00 +0000","Sat, 14 Mar 2026 10:16:25 -0700","","neutral","https://www.goodreads.com/book/show/32735369","https://www.goodreads.com/review/show/8431781321?utm_medium=api&utm_source=rss","My villain origin story ","A thrilling, sexy coming-of-age story exploring toxic love, ruthless ambition, and shocking betrayal, <i>Tell Me Lies</i> is about that one person who still haunts you—the <i>other </i>one. The wrong one. The one you couldn’t let go of. The one you’ll never forget.<br /><br />Lucy Albright is far from her Long Island upbringing when she arrives on the campus of her small California college, and happy to be hundreds of miles from her mother, whom she’s never forgiven for an act of betrayal in her early teen years. Quickly grasping at her fresh start, Lucy embraces college life and all it has to offer—new friends, wild parties, stimulating classes. And then she meets Stephen DeMarco. Charming. Attractive. Complicated. Devastating.<br /><br /> Confident and cocksure, Stephen sees something in Lucy that no one else has, and she’s quickly seduced by this vision of herself, and the sense of possibility that his attention brings her. Meanwhile, Stephen is determined to forget an incident buried in his past that, if exposed, could ruin him, and his single-minded drive for success extends to winning, and keeping, Lucy’s heart.<br /><br /> Alternating between Lucy’s and Stephen’s voices, <i>Tell Me Lies</i> follows their connection through college and post-college life in New York City. Deep down, Lucy knows she has to acknowledge the truth about Stephen. But before she can free herself from this addicting entanglement, she must confront and heal her relationship with her mother—or risk losing herself in a delusion about what it truly means to love.<br /><br /> With the psychological insight and biting wit of <i>Luckiest Girl Alive, </i>and the yearning ambitions and desires of <i>Sweetbitter,</i> this keenly intelligent and staggeringly resonant novel chronicles the exhilaration and dilemmas of young adulthood, and the difficulty of letting go, even when you know you should.","2018"
"read","1","21161465","35483371","I Know Who You Are","Alice Feeney","0008236070","4","3.37","Tue, 17 Feb 2026 00:00:00 +0000","Tue, 17 Feb 2026 19:39:38 -0800","","enjoyed","https://www.goodreads.com/book/show/35483371","https://www.goodreads.com/review/show/8364811016?utm_medium=api&utm_source=rss","El final está de 💀💀💀","<b> From Alice Feeney, the author of <i>Sometimes I Lie</i>, comes <i>I Know Who You Are</i>, a thrilling novel about a little girl who runs away from home and an actress whose husband has gone missing.</b><br /><br />Meet Aimee Sinclair: the actress everyone thinks they know but can’t remember where from.<br /> <br />Except one person.<br /> <br />Someone who knows Aimee very well—and what she’s done. . .<br /><br />When Aimee comes home and discovers her husband is missing, she doesn’t seem to know what to do or how to act. The police think she’s hiding something and they’re right, she is—but perhaps not what they thought. Aimee has a secret she’s never shared, and yet, she suspects that someone knows. As she struggles to keep her career and sanity intact, her past comes back to haunt her in ways more dangerous than she could have ever imagined.","2019"
"read","1","21161465","32929156","Wuthering Heights","Emily Brontë","0141439556","5","3.88","Sun, 15 Feb 2026 00:00:00 +0000","Tue, 17 Feb 2026 19:39:15 -0800","","enjoyed","https://www.goodreads.com/book/show/32929156","https://www.goodreads.com/review/show/8345410562?utm_medium=api&utm_source=rss","Amo a la gente mala que hace cosas malas ","Emily Brontë's only novel endures as a work of tremendous and far-reaching influence. The Penguin Classics edition is the definitive version of the text, edited with an introduction by Pauline Nestor.<br /><br />Lockwood, the new tenant of Thrushcross Grange, situated on the bleak Yorkshire moors, is forced to seek shelter one night at Wuthering Heights, the home of his landlord. There he discovers the history of the tempestuous events that took place years before. What unfolds is the tale of the intense love between Heathcliff and Catherine Earnshaw. Catherine, forced to choose between passionate, tortured Heathcliff and gentle, well-bred Edgar Linton, surrenders to the expectations of her class. As Heathcliff's bitterness and vengeance at his betrayal is visited upon the next generation, their innocent heirs must struggle to escape the legacy of the past.<br /><br />In this edition, a new preface by Lucasta Miller, author of The Brontë Myth, looks at the ways in which the novel has been interpreted, from Charlotte Brontë onwards. This complements Pauline Nestor's introduction, which discusses changing critical receptions of the novel, as well as Emily Brontë's influences and background.","1847"
"read","1","21161465","22590990","El día que se perdió la cordura","Javier Castillo","","4","3.76","Mon, 9 Feb 2026 00:00:00 +0000","Mon, 09 Feb 2026 11:01:00 -0800","","enjoyed","https://www.goodreads.com/book/show/22590990","https://www.goodreads.com/review/show/8329587974?utm_medium=api&utm_source=rss","","En el centro de Boston, a las 12 de la mañana de un 24 de diciembre, un hombre camina desnudo con la cabeza decapitada de una joven. El Dr. Jenkins, director del centro psiquiátrico de la ciudad, y Stella Hyden, agente de perfiles del FBI, se adentrarán en una investigación que pondrá en juego sus vidas, su concepción de la cordura, y que viajará atrás 17 años hasta unos eventos fortuitos ocurridos en el misterioso pueblo de Salt Lake.","2014"
"read","1","21161465","36659774","El día que se perdió el amor","Javier Castillo","8491291741","4","3.53","Mon, 2 Feb 2026 00:00:00 +0000","Mon, 02 Feb 2026 20:31:42 -0800","","enjoyed","https://www.goodreads.com/book/show/36659774","https://www.goodreads.com/review/show/8313055096?utm_medium=api&utm_source=rss","","Adictiva, trepidante y absorbente, Javier Castillo, autor del exitoso thriller <i>El día que se perdió la cordura</i>, nos introduce de nuevo en una historia frenética cargada suspense y amor a partes iguales.A veces el amor te pone en el camino equivocado para que sepas cuanto duele.<br /><br />A las doce de la mañana del 14 de diciembre, una joven llena de magulladuras se presenta desnuda en las instalaciones del FBI en Nueva York. El inspector Bowring, jefe de la Unidad de Criminología, intentara descubrir que esconde una nota amarillenta con el nombre de una mujer que horas después aparece decapitada en un descampado. La investigación lo sumirá de lleno en una trama en la que el destino, el amor y la venganza se entrelazan en una truculenta historia que guarda conexión con la desaparición de una chica varios anos antes y cuyo paradero nunca pudo descubrir.<br /><br />Un ano después de los sucesos ocurridos en Boston, Jacob y Amanda intentan comenzar una nueva vida juntos en Nueva York, pero la aparición de una enorme espiral pintada en la pared del salón de su casa dilapidara para siempre sus planes de futuro.","2018"
"read","1","21161465","223001257","The Correspondent","Virginia      Evans","0593798430","5","4.42","Sat, 16 May 2026 00:00:00 +0000","Sat, 16 May 2026 22:20:12 -0700","","enjoyed","https://www.goodreads.com/book/show/223001257","https://www.goodreads.com/review/show/8277316821?utm_medium=api&utm_source=rss","","<i>“Imagine, the letters one has sent out into the world, the letters received back in turn, are like the pieces of a magnificent puzzle. . . . Isn’t there something wonderful in that, to think that a story of one’s life is preserved in some way, that this very letter may one day mean something, even if it is a very small thing, to someone?”</i><br /><br />Filled with knowledge that only comes from a life fully lived, <i>The Correspondent</i> is a gem of a novel about the power of finding solace in literature and connection with people we might never meet in person. It is about the hubris of youth and the wisdom of old age, and the mistakes and acts of kindness that occur during a lifetime.<br /><br />Sybil Van Antwerp has throughout her life used letters to make sense of the world and her place in it. Most mornings, around half past ten, Sybil sits down to write letters—to her brother, to her best friend, to the president of the university who will not allow her to audit a class she desperately wants to take, to Joan Didion and Larry McMurtry to tell them what she thinks of their latest books, and to one person to whom she writes often yet never sends the letter.<br /><br />Sybil expects her world to go on as it always has—a mother, grandmother, wife, divorcee, distinguished lawyer, she has lived a very full life. But when letters from someone in her past force her to examine one of the most painful periods of her life, she realizes that the letter she has been writing over the years needs to be read and that she cannot move forward until she finds it in her heart to offer forgiveness.<br /><br />Sybil Van Antwerp’s life of letters might be “a very small thing,” but she also might be one of the most memorable characters you will ever read.","2025"
"read","1","21161465","127280850","Weyward","Emilia Hart","1250842727","3","4.01","Tue, 11 Aug 2026 00:00:00 +0000","Tue, 11 Aug 2026 19:54:28 -0700","","neutral","https://www.goodreads.com/book/show/127280850","https://www.goodreads.com/review/show/8254807864?utm_medium=api&utm_source=rss","","I am a Weyward, and wild inside. <br /><br />2019: Under cover of darkness, Kate flees London for ramshackle Weyward Cottage, inherited from a great aunt she barely remembers. With its tumbling ivy and overgrown garden, the cottage is worlds away from the abusive partner who tormented Kate. But she begins to suspect that her great aunt had a secret. One that lurks in the bones of the cottage, hidden ever since the witch-hunts of the 17th century. <br /><br />1619: Altha is awaiting trial for the murder of a local farmer who was stampeded to death by his herd. As a girl, Altha’s mother taught her their magic, a kind not rooted in spell casting but in a deep knowledge of the natural world. But unusual women have always been deemed dangerous, and as the evidence for witchcraft is set out against Altha, she knows it will take all of her powers to maintain her freedom. <br /><br />1942: As World War II rages, Violet is trapped in her family's grand, crumbling estate. Straitjacketed by societal convention, she longs for the robust education her brother receives––and for her mother, long deceased, who was rumored to have gone mad before her death. The only traces Violet has of her are a locket bearing the initial W and the word weyward scratched into the baseboard of her bedroom. <br /><br />Weaving together the stories of three extraordinary women across five centuries, Emilia Hart's Weyward is an enthralling novel of female resilience and the transformative power of the natural world.","2023"
"read","1","21161465","63910262","Two Twisted Crowns (The Shepherd King, #2)","Rachel Gillig","0356519503","5","4.34","Wed, 31 Dec 2025 00:00:00 +0000","Wed, 31 Dec 2025 12:09:06 -0800","","enjoyed","https://www.goodreads.com/book/show/63910262","https://www.goodreads.com/review/show/8181598338?utm_medium=api&utm_source=rss","","<b>In the luscious, dark sequel to One Dark Window, Elspeth must face the consequences of what she's wrought - perfect for readers of Hannah Whitten's For the Wolf and Alexis Henderson's The Year of the Witching.</b><br /><br />Elspeth and Ravyn have gathered most of the twelve Providence Cards, but the last, and most important one remains to be found: The Twin Alders.<br /><br />If they are going to find it before the Solstice and cure the kingdom of the dark magic infecting it, they will need to journey beyond the dangerous mist-cloaked forest that surrounds their kingdom.<br /><br />And the only one who can lead them there is the monster that shares Elspeth's head. The Nightmare. And he's not eager to share any longer.","2023"
"read","1","21161465","240424526","Half His Age","Jennette McCurdy","0593723732","4","3.21","Thu, 4 Jun 2026 00:00:00 +0000","Thu, 04 Jun 2026 08:22:28 -0700","","enjoyed","https://www.goodreads.com/book/show/240424526","https://www.goodreads.com/review/show/7984234957?utm_medium=api&utm_source=rss","","<b>From the #1 <i>New York Times</i> bestselling author of <i>I’m Glad My Mom Died</i> comes a sad, funny, thrilling novel about sex, consumerism, class, desire, loneliness, the internet, rage, intimacy, power, and the (oftentimes misguided) lengths we’ll go to in order to get what we want.</b><br /><br />Waldo is ravenous. Horny. Blunt. Naive. Wise. Impulsive. Lonely. Angry. Forceful. Hurting. Perceptive. Endlessly wanting. And the thing she wants most of all: Mr. Korgy, her creative writing teacher with the wife and the kid and the mortgage and the bills, with the dead dreams and the atrophied looks and the growing paunch. She doesn’t know why she wants him. Is it his passion? His life experience? The fact that he knows books and films and things that she doesn’t? Or is it purer than that, rooted in their unlikely connection, their kindred spirits, the similar filter with which they each take in the world around them? Or, perhaps, it’s just enough that he sees her when no one else does.<br /><br />Startlingly perceptive, mordantly funny, and keenly poignant, <i>Half His Age</i> is a rich character study of a yearning seventeen-year-old who disregards all obstacles—or attempts to overcome them—in her effort to be seen, to be desired, to be loved.","2026"
"read","1","21161465","207611566","Witchcraft for Wayward Girls","Grady Hendrix","0593548981","4","3.87","Sun, 2 Nov 2025 00:00:00 +0000","Sun, 02 Nov 2025 21:04:46 -0800","","enjoyed","https://www.goodreads.com/book/show/207611566","https://www.goodreads.com/review/show/7969665002?utm_medium=api&utm_source=rss","","<b>There’s power in a book…</b><br /> <br />They call them wayward girls. Loose girls. Girls who grew up too fast. And they’re sent to the Wellwood Home in St. Augustine, Florida, where unwed mothers are hidden by their families to have their babies in secret, give them up for adoption, and most important of all, to forget any of it ever happened.<br /> <br />Fifteen-year-old Fern arrives at the home in the sweltering summer of 1970, pregnant, terrified and alone. Under the watchful eye of the stern Miss Wellwood, she meets a dozen other girls in the same predicament. There’s Rose, a hippie who insists she’s going to find a way to keep her baby and escape to a commune. And Zinnia, a budding musician who knows she’s going to go home and marry her baby’s father. And Holly, a wisp of a girl, barely fourteen, mute and pregnant by no-one-knows-who.<br /> <br />Everything the girls eat, every moment of their waking day, and everything they’re allowed to talk about is strictly controlled by adults who claim they know what’s best for them. Then Fern meets a librarian who gives her an occult book about witchcraft, and power is in the hands of the girls for the first time in their lives. But power can destroy as easily as it creates, and it’s never given freely. There’s always a price to be paid…and it’s usually paid in blood.<br /><br />In <i>Witchcraft for Wayward Girls</i>, the author of <i>How to Sell a Haunted House</i> and <i>The Final Girl Support Group</i> delivers another searing, completely original novel and further cements his status as a “horror master” (<i>NPR</i>).","2025"
"read","1","21161465","29939230","A Conjuring of Light (Shades of Magic, #3)","V.E. Schwab","0765387468","3","4.28","Sat, 30 May 2026 00:00:00 +0000","Sat, 30 May 2026 17:09:30 -0700","","neutral","https://www.goodreads.com/book/show/29939230","https://www.goodreads.com/review/show/7969053988?utm_medium=api&utm_source=rss","","<b><i>Witness the fate of beloved heroes—and enemies.</i><br /><br />THE BALANCE OF POWER HAS FINALLY TIPPED....</b><br />The precarious equilibrium among four Londons has reached its breaking point. Once brimming with the red vivacity of magic, darkness casts a shadow over the Maresh Empire, leaving a space for another London to rise.<br /><br /><b>WHO WILL CRUMBLE?</b><br />Kell—once assumed to be the last surviving <i>Antari</i>—begins to waver under the pressure of competing loyalties. And in the wake of tragedy, can Arnes survive?<br /><br /><b>WHO WILL RISE?</b><br />Lila Bard, once a commonplace—but never common—thief, has survived and flourished through a series of magical trials. But now she must learn to control the magic, before it bleeds her dry. Meanwhile, the disgraced Captain Alucard Emery of the <i>Night Spire</i> collects his crew, attempting a race against time to acquire the impossible.<br /><br /><b>WHO WILL TAKE CONTROL?</b><br />And an ancient enemy returns to claim a crown while a fallen hero tries to save a world in decay.","2017"
"read","1","21161465","20764879","A Gathering of Shadows (Shades of Magic, #2)","V.E. Schwab","0765376474","4","4.19","Thu, 26 Mar 2026 00:00:00 +0000","Thu, 26 Mar 2026 22:48:10 -0700","","enjoyed","https://www.goodreads.com/book/show/20764879","https://www.goodreads.com/review/show/7969053964?utm_medium=api&utm_source=rss","","<b>""WITH SO MANY WOLRDS ON THE MAP, THERE'S PLENTY LEFT TO DISCOVER."" - NPR</b><br /><br />It has been four months since a mysterious obsidian stone fell into Kell's possession. Four months since his path crossed with Delilah Bard. Four months since Prince Rhy was wounded, and since the nefarious Dane twins of White London fell, and four months since the stone was cast with Holland's dying body through the rift—back into Black London.<br /><br />Now, restless after having given up his smuggling habit, Kell is visited by dreams of ominous magical events, waking only to think of Lila, who disappeared from the docks as she always meant to do. As Red London finalizes preparations for the Element Games—an extravagant international competition of magic meant to entertain and keep healthy the ties between neighboring countries—a certain pirate ship draws closer, carrying old friends back into port.<br /><br />And while Red London is caught up in the pageantry and thrills of the Games, another London is coming back to life. After all, a shadow that was gone in the night will reappear in the morning. But the balance of magic is ever perilous, and for one city to flourish, another London must fall.","2016"
"read","1","21161465","44582454","Regretting You","Colleen Hoover","154201641X","3","4.10","Sun, 5 Oct 2025 00:00:00 +0000","Sun, 05 Oct 2025 14:36:38 -0700","","neutral","https://www.goodreads.com/book/show/44582454","https://www.goodreads.com/review/show/7969006735?utm_medium=api&utm_source=rss","","Morgan Grant and her sixteen-year-old daughter, Clara, would like nothing more than to be nothing alike.<br /><br />Morgan is determined to prevent her daughter from making the same mistakes she did. By getting pregnant and married way too young, Morgan put her own dreams on hold. Clara doesn’t want to follow in her mother’s footsteps. Her predictable mother doesn’t have a spontaneous bone in her body.<br /><br />With warring personalities and conflicting goals, Morgan and Clara find it increasingly difficult to coexist. The only person who can bring peace to the household is Chris—Morgan’s husband, Clara’s father, and the family anchor. But that peace is shattered when Chris is involved in a tragic and questionable accident. The heartbreaking and long-lasting consequences will reach far beyond just Morgan and Clara.<br /><br />While struggling to rebuild everything that crashed around them, Morgan finds comfort in the last person she expects to, and Clara turns to the one boy she’s been forbidden to see. With each passing day, new secrets, resentment, and misunderstandings make mother and daughter fall further apart. So far apart, it might be impossible for them to ever fall back together.","2019"
